sample,id,text,reply_to,Target_chi,Target_categoria,Contenuto/tema,offensività,hate speech,tipo_risposta,RISPOSTA
Camp300HS,"1,20517467608492E+018",@Angelo69180228 @SkySport Fatti i cazzi tuoi deficiente sarai te,"""@SkySport Ecco la nullit\u00e0 di prendere un giocatore a 34 anni e dargli 4M all'anno, che deficienti""",singolo,utente,insulto generico,1,0,OFF risposta attacco,"Anche se certe volte viene spontaneo rispondere a degli attacchi in maniera pensante, questo atteggiamento non fa altro che generare altro odio in maniera non costruttiva."
Camp100casuali,"1,19181076230358E+018",@gadlernertweet e tu che auguri a Salvini di prendere una bomba che cazzo sei? dissociato cognitivo o farabutto semplice?,,singolo,giornalismo,insulto generico,2,0,OFF risposta attacco,"Anche se certe volte viene spontaneo rispondere a degli attacchi in maniera pensante, questo atteggiamento non fa altro che generare altro odio in maniera non costruttiva."
Camp300HS,"1,2171385089614E+018",@SkySport non so se siamo più coglioni frustrati e perdenti noi interisti o quelle merde dei napoletani,"""\u26a0 #UltimOra #Sarri\n\ud83d\udde3 #Sarri: \""Giochiamo dopo soli 3 giorni dall'ultimo match\n\ud83c\udf99 Dobbiamo riuscire a ricaricare le ba\u2026 https://t.co/gqtMklop9Z""",gruppo,tifosi,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300HS,"1,21123222837993E+018",@Gazzetta_it Potete comprare chi volete merde siete e merde resterete,"""#Inter, #Conte conquista lo \""strappo alla regola\"": s\u00ec ai 40 milioni per #Vidal #calciomercato https://t.co/PEVkYiYwof #serieA #inter""",organizzazione,squadra,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300casuali,"1,18370434534438E+018",@CorSport oculatezza societaria......che munnezz e squadra!!!!,"""#Juve, monte stipendi da record: 146,9 milioni netti totali e una panchina tutta d\u2019oro \ud83d\udcb0  https://t.co/rtTRM45uMf""",organizzazione,squadra,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300HS,"1,22928550021063E+018",@SkySport Dipende come sta di stomaco la mattina. Una volta Lazio una Inda e l'altra Juve merda.,"""Scudetto, Klopp dice Lazio. E spiega il perch\u00e9\nhttps://t.co/alj4MMRLbC""",singolo,allenatori,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300casuali,"1,18116548169848E+018","""@Gazzetta_it Costretti a prendersi i nostri scarti. Falliti a sevizio nostro e della Juve. Pagliacci hahahahaha""","""#Milan, accelerata per #Spalletti: si lavora all'intesa https://t.co/DsvTkPGtyq #serieA #milan""",organizzazione,squadra,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300casuali,"1,2163279103631E+018","@tancredipalmeri I gobbi, poverini. Questo non lo vedono","""Mi fanno notare questo: prima del fallo da rigore e espulsione di Lautaro, c\u2019\u00e8 la spinta di Zapata a Lautaro, quind\u2026 https://t.co/Jpo9GCz7O8""",gruppo,tifosi,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp100casuali,"1,18122797879517E+018",@CorSport @Vivo_e_vegeto Non so se sono più ridicoli gli interisti o voi che gli date corda 🤔,,gruppo,tifosi,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300HS,"1,18094775601118E+018",@SkySport Non basta un rigore farlocco!!  La juve domina il secondo tempo e rimette le serpi al loro posto: a terra a STRISCIARE!!!,"""\ud83c\uddee\ud83c\uddf9 Serie \ud83c\udd70 \u2013 7^ Giornata\n\ud83c\udfdf #InterJuve 1-2\n\u26bd #Dybala (4\u2019)\n\u26bd rig. #Lautaro (18\u2019)\n\u26bd #Higuain (80\u2019)\n\u27a1\u2026 https://t.co/FXrgVrxpr5""",organizzazione,squadra,insulto generico,1,0,OFF squadra gruppo,"Certe squadre possono piacerci meno di altre, ma si può esprimere la propria opinione senza offendere un intero gruppo di persone."
Camp300HS,"1,22695779119528E+018",@tuttosport Sei e SARAI sempre una MERDA NERAZZURRA💩💩💩💩,"""#Bonolis: \""Scudetto? L'#Inter c'\u00e8, sar\u00e0 corsa a tre fino alla fine\"" \u2935\ufe0f https://t.co/UbnMm1llOr""",singolo,personaggi,insulto generico,1,0,oFF tifosi,"È comprensibile che si voglia difendere la propria squadra, ma anche i tifosi delle squadre avversarie dovrebbero essere trattati con rispetto."
Camp300casuali,"1,20489792480472E+018",@Sport_Mediaset I tifosi più ridicoli d'Italia,"""Invasore di campo troppo caloroso, #CR7 non gradisce. #BayerJuve \n\nhttps://t.co/pqZJUvGcuj""",gruppo,tifosi,insulto generico,1,0,OFF tifosi,"È comprensibile che si voglia difendere la propria squadra, ma anche i tifosi delle squadre avversarie dovrebbero essere trattati con rispetto."
Camp100casuali,"1,21612452463631E+018",@tuttosport Ah mo errore grave? MOCC A MAMMT,,nd,nd,insulto generico,1,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,20190606786262E+018",@Sport_Mediaset Mortacci vostra state a fa li spilloni,"""#InterRoma: #Dzeko ha la febbre, #Conte perde #Gagliardini. #Fonseca difficilmente potr\u00e0 contare su #Kluivert e\u2026 https://t.co/RECXJmm9I5""",gruppo,non identificabile,insulto generico,1,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,22824456587588E+018","@Sport_Mediaset @SIMOMALA1 E chi cazzo è? ahahah, porcodio se siete ridicoli",NOT FOUND,gruppo,non identificabile,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300casuali,"1,22322143657726E+018",@Infermiere84 @Gazzetta_it Dio bestia ma quanto siete analfabeti funzionali?! Non capire mai un cazzo e andarne pure fieri...,"""@Gazzetta_it Mossa alla CR7?? Ahahahahahaha \ud83d\ude02\ud83d\ude02\ud83d\ude02 Ah, giusto! Anche Eriksen ha vinto 5 UCL, 5 palloni d\u2019oro, un europ\u2026 https://t.co/H49hVajN44""",gruppo,utente,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,2265908956356E+018",@Gazzetta_it Parliamo dei rigori li mortacci tua e de sto maledetto tu e quel suino,"""#ParmaLazio, #Inzaghi: \u201cLa mia Lazio \u00e8 meravigliosa ma non parlo di scudetto\u201d https://t.co/VQCcEPoly2 #serieA""",singolo,allenatori,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp100hs,"1,19064511840936E+018",@SkySportMotoGP @MotoGP Va a piglia ner culo!,,nd,nd,insulto generico,1,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp100hs,"1,18434760246629E+018",@Gazzetta_it Ma andate a cagare prostitute gobbe🖕🖕🖕💩💩💩,,gruppo,tifosi,discriminazione genere,3,1,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,21387191726393E+018","@Sary_Midnight @Gazzetta_it Brava, figlia di puttana! Saluti e stammi bene. E saluta la puttana. Ciao","""@mallorcafabio @Gazzetta_it Infatti detto da te proprio non me ne frega niente...non mi metto a frignare come un bambino gasato""",singolo,utente,insulto categoria,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,23132365452638E+018","@FabrizioDelpret Coglione , e' un cinese.Okkio al karma, cefalo putrefatto","""Pi\u00f9 di un mese a urlare \u201cchiudete i porti\u201d e \u201cattenzione ai cinesi\u201d e poi il contagio arriva da due lombardi.\n\nIl k\u2026 https://t.co/E5kKiTbl4F""",singolo,utente,insulto generico,3,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,22938230821981E+018",@Joeshus @SkySport Le dita mettile in culo che forse almeno gioisci qualche volta e drogati meno idiota .,"""@gmlegnino @SkySport Tu offendi te stesso in primis scrivendo certe castronerie, e rompi le palle a me in secundis\u2026 https://t.co/BbnZUPeNQa""",singolo,utente,insulto categoria,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300casuali,"1,20580767790712E+018",@CorSport Voi invece puzzate de cazzo e lo sentiamo tutti,"""#Buu razzisti all' #Olimpico, la #Uefa per\u00f2 non li ha sentiti \u26bd\ud83d\udc47 ù""",organizzazione,giornalismo,insulto categoria,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,1812337382792E+018",@Anna_1897 I sorci li vedono verdi dal suffimigi della merda inalata nella fogna dove vivono,NOT FOUND,gruppo,non identificabile,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp100casuali,"1,19173902851898E+018","@antoninobar @tuttosport Pare di sì, gli è venuto il tunnel carpale a furia di segarsi dopo aver purgato le mucche sabato sera",,singolo,non identificabile,insulto generico,3,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp300HS,"1,2233361548813E+018","@paolopasquale @SkySport @MarcoBovicelli ti sei tolto il prurito alle dita, bravo. Ora torna nella tua fogna e vattene a fanculo.","""@PalmaroBlucerch @SkySport @MarcoBovicelli Che cazzo ne sapete voi multicolor di dignit\u00e0, onore e attaccamento alla\u2026 https://t.co/fV5tIhk7x3""",singolo,utente,insulto generico,1,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp100hs,"1,20915902606965E+018",@inter1374 @Gazzetta_it Sei davvero un povero ritardato interista....vaffanculo pure tu assieme a Cazzano!!,,singolo,utente,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
Camp100hs,"1,22808786889313E+018","@SkySport Luridi porci parlate della manata in faccia a Cuadrado, maiali 🐖",,gruppo,non identificabile,insulto generico,2,0,OFF volgarità,"Nonostante ci si possa arrabbiare molto per alcuni comportamenti o atteggiamenti, bisognerebbe cercare di esprimere il proprio pensiero in maniera civile."
